Area Codes,All Ages
E01018047,"2,435"
E01018049,"1,905"
E01018050,"1,467"
E01018051,"1,939"
E01018052,"2,072"
E01033427,"1,448"
E01033429,"2,074"
E01018034,"1,663"
E01018035,"2,221"
E01018040,"1,372"
E01018041,"1,072"
E01018013,"1,756"
E01018014,"1,863"
E01018015,"1,391"
E01018016,"1,423"
E01018011,"2,588"
E01018012,"1,542"
E01018057,"2,190"
E01018017,"1,234"
E01018019,989
E01018023,"2,438"
E01032611,"1,788"
E07000010,"100,776"
E01018094,"1,891"
E01018095,"1,647"
E01018096,"1,610"
E01018097,"1,472"
E01018063,"2,623"
E01018073,"2,441"
E01018107,"1,779"
E01018108,"2,301"
E01018109,"2,132"
E01018069,"1,738"
E01018070,"2,258"
E01018071,"1,994"
E01018093,"2,503"
E01018103,"1,151"
E01018104,"1,268"
E01033111,"1,581"
E01033112,"1,460"
E01018066,"1,515"
E01018067,"1,932"
E01018068,"1,572"
E01018090,"1,899"
E01018091,"1,620"
E01018092,"1,847"
E01018081,"1,892"
E01018082,"2,003"
E01018083,"1,770"
E01018084,"2,038"
E01018064,"2,078"
E01018072,"1,884"
E01018074,"1,163"
E01018075,"1,177"
E01018098,"1,204"
E01018099,"1,237"
E01018100,"1,241"
E01018101,"1,505"
E01018077,"1,790"
E01018078,"1,760"
E01018079,"1,726"
E01018080,"2,492"
E01018058,"1,470"
E01018059,"1,401"
E01018060,"1,897"
E01018061,"1,308"
E01018085,"1,705"
E01018086,"2,077"
E01018087,"2,256"
E01018088,"1,448"
E01018065,"2,366"
E01018076,"2,199"
E01018111,"2,282"
E01018062,"2,491"
E01018102,"2,953"
E01018105,"1,228"
E01018106,"1,475"
E01018110,"3,026"
E07000011,"176,979"
E01018212,"1,605"
E01018213,"1,998"
E01018214,"1,925"
E01018215,"1,407"
E01018216,"2,658"
E01018217,"1,613"
E01018127,"1,552"
E01018128,"1,183"
E01018200,"1,565"
E01018201,"1,444"
E01018156,"1,597"
E01018157,"2,056"
E01018158,"1,670"
E01018159,"1,244"
E01018160,"1,606"
E01018191,"1,206"
E01018192,"1,814"
E01018193,"1,141"
E01018194,"1,462"
E01018195,"1,281"
E01018208,"1,662"
E01018209,"1,457"
E01018210,"1,239"
E01018211,"2,107"
E01018196,"1,311"
E01018197,"1,440"
E01018198,"1,680"
E01018199,"1,591"
E01018206,"2,133"
E01018207,"1,511"
E01018121,"1,369"
E01018122,"1,076"
E01018123,"1,591"
E01018124,"1,915"
E01018143,"1,997"
E01018144,"1,738"
E01018145,"1,388"
E01018146,"2,349"
E01018147,"1,834"
E01018139,"1,591"
E01018140,"1,249"
E01018141,"1,581"
E01018142,"1,548"
E01018113,"1,556"
E01018116,"1,396"
E01018117,"1,702"
E01018118,"1,982"
E01033433,"2,159"
E01018161,"1,382"
E01018162,"1,588"
E01018163,"1,387"
E01018164,"1,262"
E01018165,"1,301"
E01018170,"1,338"
E01018171,"1,707"
E01018138,"2,279"
E01018148,"2,582"
E01018149,"1,483"
E01018150,"1,778"
E01018151,"2,334"
E01018166,"1,544"
E01018167,"1,512"
E01018168,"2,161"
E01018169,"1,842"
E01018131,"1,523"
E01018132,"1,770"
E01018133,"1,641"
E01018134,"2,010"
E01018125,"1,614"
E01018126,"1,577"
E01018152,"1,458"
E01018153,"1,792"
E01018129,"1,549"
E01018130,"1,714"
E01018202,"1,474"
E01018203,"1,838"
E01018204,"1,405"
E01018205,"1,784"
E01018115,"2,571"
E01018119,"1,523"
E01018120,"1,810"
E01018137,"1,676"
E01018135,"4,928"
E01018136,"1,688"
E01018154,"2,266"
E01018155,"1,607"
E01018187,"2,230"
E01018188,"1,490"
E01018189,"1,262"
E01018190,"1,588"
E01018172,"1,428"
E01018173,"1,201"
E01018174,"1,565"
E01018175,"1,367"
E01018176,"1,284"
E01018181,"3,260"
E01018182,"1,456"
E01018183,"1,514"
E01018184,"1,306"
E01018185,"1,678"
E01018186,"1,723"
E01018177,"1,419"
E01018178,"1,582"
E01018179,"1,430"
E01018180,"1,319"
E07000012,"156,705"
E01018304,"1,858"
E01018305,"1,311"
E01018306,"1,554"
E01018307,"2,203"
E01018233,"1,732"
E01018234,"1,660"
E01018235,"1,680"
E01018236,"1,732"
E01018237,"1,584"
E01018266,"3,516"
E01018284,"1,336"
E01018285,"1,256"
E01018298,"1,505"
E01018299,"1,813"
E01018300,"1,123"
E01018301,"1,419"
E01018221,"1,694"
E01018222,"1,483"
E01018223,"1,899"
E01018257,"1,530"
E01018258,"1,655"
E01018259,"1,521"
E01018260,"1,918"
E01018262,"1,495"
E01033120,"1,836"
E01033121,"2,141"
E01018272,"1,525"
E01018273,"1,613"
E01018274,"1,660"
E01018297,"1,556"
E01018224,"1,478"
E01018225,"1,106"
E01018248,"2,643"
E01018249,991
E01018250,"1,187"
E01018231,"2,637"
E01018232,"2,363"
E01018251,"1,138"
E01018252,"1,438"
E01018255,"1,089"
E01018242,"1,559"
E01018243,"1,641"
E01018244,"1,699"
E01018286,"1,600"
E01018287,"1,523"
E01018296,"1,095"
E01018292,"1,443"
E01018293,"1,593"
E01018294,"1,725"
E01018295,"1,725"
E01018245,"1,691"
E01018246,"1,540"
E01018247,"1,693"
E01018275,"2,418"
E01018240,"1,269"
E01018253,"1,180"
E01018254,"1,489"
E01018256,"1,770"
E01018291,"1,237"
E01018279,"1,472"
E01018280,"1,560"
E01018281,"1,597"
E01018282,"1,310"
E01018283,"1,282"
E01018218,"1,738"
E01018219,"1,426"
E01018220,"1,440"
E01018263,"1,539"
E01018264,"1,619"
E01018265,"1,779"
E01018238,"1,435"
E01018239,"1,442"
E01018288,"1,129"
E01018289,"1,241"
E01018302,"1,480"
E01018303,"1,209"
E01018241,"1,221"
E01018267,"2,391"
E01018268,"1,864"
E01018269,"1,398"
E01018270,"1,092"
E01018271,"1,614"
E01018226,"1,138"
E01018227,"1,871"
E01018228,"1,600"
E01018290,"2,441"
E01033113,"1,174"
E01033114,"1,570"
E01033115,"1,424"
E01033117,"1,409"
E01033119,"3,500"
E01018276,"1,498"
E01018277,"1,786"
E01018278,"2,516"
E01033116,"2,377"
E01033118,"1,355"
E07000066,"184,479"
E01021237,"1,380"
E01021238,"1,375"
E01021242,"1,272"
E01021250,"1,544"
E01021251,"1,565"
E01021245,"1,465"
E01021246,"1,448"
E01021248,"1,469"
E01021249,"1,510"
E01021252,"1,397"
E01021239,"1,481"
E01021240,"1,762"
E01021241,"1,667"
E01021243,"1,673"
E01021247,"1,535"
E01021244,"1,590"
E01021253,"1,677"
E01021255,"1,452"
E01021256,"1,448"
E01021258,"1,725"
E01021334,"1,667"
E01021336,"1,695"
E01021338,"2,063"
E01021339,"1,438"
E01021264,"1,452"
E01021329,"1,484"
E01021330,"1,522"
E01021332,"1,399"
E01021333,"1,565"
E01021335,"1,385"
E01021337,"1,440"
E01021340,"1,723"
E01021341,"1,585"
E01021345,"2,137"
E01021331,"1,643"
E01021342,"1,639"
E01021343,"1,929"
E01021344,"2,437"
E01021346,"1,974"
E01021254,"1,462"
E01021257,"1,500"
E01021259,"1,556"
E01021260,"2,390"
E01021261,"1,822"
E01021262,"1,659"
E01021263,"1,873"
E01021274,"1,953"
E01021279,"1,730"
E01021301,"1,573"
E01021303,"1,450"
E01021307,"1,367"
E01021308,"1,234"
E01021309,"1,353"
E01021312,"1,722"
E01021265,"1,681"
E01021267,"1,798"
E01021269,"2,026"
E01021270,"1,975"
E01021272,"1,627"
E01021271,"2,012"
E01021302,"1,692"
E01021304,"1,493"
E01021305,"1,491"
E01021306,"1,535"
E01021273,"1,762"
E01021275,"1,611"
E01021276,"1,472"
E01021277,"1,406"
E01021278,"2,710"
E01021266,"1,718"
E01021268,"1,821"
E01021318,"2,439"
E01021320,"1,730"
E01021321,"1,708"
E01021286,"1,860"
E01021288,"2,243"
E01021289,"2,130"
E01021290,"1,742"
E01021291,"1,842"
E01021287,"1,515"
E01021292,"1,394"
E01021293,"1,689"
E01021298,"1,679"
E01021319,"2,107"
E01021313,"1,394"
E01021314,"1,386"
E01021315,"1,529"
E01021316,"1,705"
E01021317,"1,671"
E01021322,"1,680"
E01021323,"1,811"
E01021324,"1,687"
E01021325,"1,685"
E01021327,"1,787"
E01021294,"1,632"
E01021295,"1,680"
E01021296,"2,722"
E01021297,"1,739"
E01021299,"1,532"
E01021280,"1,572"
E01021281,"1,463"
E01021282,"1,582"
E01021283,"1,589"
E01021284,"1,615"
E01021285,"1,398"
E01021300,"2,187"
E01021310,"1,322"
E01021311,"1,475"
E01021326,"1,853"
E01021328,"1,619"
E07000067,"151,677"
E01021375,"1,082"
E01021376,"1,403"
E01021414,"2,146"
E01021430,"2,181"
E01021398,"1,479"
E01021406,"2,236"
E01021407,"2,198"
E01021382,"1,310"
E01021397,"2,203"
E01021399,"1,720"
E01021400,"1,781"
E01021387,"2,053"
E01021388,"1,691"
E01021391,"1,725"
E01021392,"1,660"
E01021393,"1,589"
E01021404,"2,179"
E01021411,"1,338"
E01021412,"1,535"
E01021413,"1,287"
E01021389,"1,826"
E01021390,"1,583"
E01021408,"1,761"
E01021409,"1,877"
E01021410,"1,669"
E01021349,"1,368"
E01021351,"1,652"
E01021352,"1,618"
E01021355,"2,100"
E01021356,"1,460"
E01021381,"1,176"
E01021354,"1,299"
E01021357,"1,612"
E01021358,"2,211"
E01021359,"2,197"
E01021350,"1,657"
E01021353,"1,852"
E01021365,"2,374"
E01033458,"1,589"
E01033459,"1,833"
E01021364,"1,717"
E01021366,"1,648"
E01021383,"2,064"
E01021405,"2,390"
E01021368,"1,555"
E01021370,"1,703"
E01021372,"2,265"
E01021373,"2,865"
E01021374,"1,551"
E01021360,"2,058"
E01021361,"1,605"
E01021367,"1,484"
E01021369,"2,883"
E01021380,"2,430"
E01021347,"2,548"
E01021371,"1,734"
E01021384,"2,360"
E01021385,"1,297"
E01021386,"1,665"
E01021377,"1,825"
E01021378,"1,688"
E01021379,"1,812"
E01021401,"1,468"
E01021402,"2,053"
E01021403,"1,591"
E01021362,"1,441"
E01021417,"1,494"
E01021418,"1,520"
E01021419,"1,711"
E01021426,"1,350"
E01021428,"1,312"
E01021423,"1,626"
E01021425,"1,596"
E01021427,"1,417"
E01021429,"1,319"
E01021415,"1,561"
E01021416,"1,715"
E01021420,"1,781"
E01021422,"1,735"
E01033460,"1,558"
E01033461,"1,608"
E01033462,"1,078"
E01021348,"1,525"
E01021394,"1,424"
E01021395,"1,504"
E01021396,"1,381"
E01021424,"2,252"
E07000068,"76,575"
E01021441,"1,571"
E01021442,"1,391"
E01021443,"1,636"
E01021444,"1,703"
E01021469,"1,168"
E01021470,"1,150"
E01021471,"1,526"
E01021457,"1,482"
E01021458,"1,711"
E01021459,"1,348"
E01021460,"1,645"
E01021448,"1,436"
E01021449,"1,675"
E01021450,"2,054"
E01021451,"1,534"
E01021452,"1,499"
E01021431,"1,611"
E01021432,"1,986"
E01021434,"1,755"
E01021461,"1,509"
E01021464,"1,508"
E01021447,"2,573"
E01021453,"1,238"
E01021455,"1,338"
E01021465,"1,953"
E01021466,"1,805"
E01021467,"1,692"
E01021438,"2,088"
E01021462,"1,383"
E01021463,"1,548"
E01021468,"1,880"
E01021433,"2,043"
E01021436,"2,570"
E01021439,"2,601"
E01021475,"1,523"
E01033063,"1,417"
E01033064,"1,417"
E01021435,"1,895"
E01021437,"1,787"
E01021472,"1,785"
E01021473,"1,446"
E01021474,"1,532"
E01021445,"2,083"
E01021446,"1,631"
E01021454,"1,179"
E01021456,"1,270"
E07000069,"89,814"
E01021513,"1,768"
E01021514,"1,549"
E01021515,"1,351"
E01021525,"1,478"
E01021527,"1,708"
E01021509,"1,346"
E01021510,"1,426"
E01021511,"1,761"
E01021528,"1,680"
E01021531,"1,269"
E01021476,"2,018"
E01021477,"1,572"
E01021478,"1,836"
E01021516,"1,371"
E01021479,"1,456"
E01021481,"1,604"
E01021483,"1,822"
E01021512,"1,560"
E01021526,"1,610"
E01021517,"1,713"
E01021519,"1,460"
E01021530,"1,517"
E01021532,"1,413"
E01021482,"1,582"
E01021518,"1,948"
E01021520,"1,500"
E01021529,"1,522"
E01021480,"1,920"
E01021521,"1,469"
E01021522,"1,855"
E01021523,"1,452"
E01021524,"1,676"
E01021487,"1,362"
E01021494,"1,463"
E01021504,"1,514"
E01021505,"1,439"
E01021506,"1,334"
E01021492,"1,797"
E01021493,"1,472"
E01021495,"2,023"
E01021496,"1,458"
E01021485,"1,312"
E01021486,"1,355"
E01021488,"1,441"
E01021503,"1,400"
E01021507,"1,626"
E01021508,"1,292"
E01021484,"1,387"
E01021498,"1,625"
E01021499,"1,671"
E01021501,"1,481"
E01021502,"2,157"
E01021489,"1,309"
E01021490,"1,484"
E01021491,"1,638"
E01021497,"1,495"
E01021500,"2,067"
E07000070,"176,194"
E01021538,"2,768"
E01021539,"1,369"
E01021540,"1,592"
E01021541,"1,823"
E01021542,"2,564"
E01021543,"1,745"
E01021587,"1,380"
E01021590,"1,491"
E01021591,"1,625"
E01021550,"1,554"
E01021597,"1,514"
E01021598,"1,618"
E01021600,"1,162"
E01021601,"1,648"
E01021616,"1,689"
E01021617,"1,381"
E01021619,"1,558"
E01021620,"1,639"
E01021623,"1,253"
E01021624,"1,191"
E01021536,"1,584"
E01021537,"2,080"
E01021568,"1,614"
E01033142,"2,209"
E01033144,"1,891"
E01021576,"1,765"
E01021588,"1,418"
E01021589,"1,512"
E01021592,"1,722"
E01021596,"1,776"
E01021618,"1,482"
E01021621,"1,645"
E01021622,"1,559"
E01021625,"1,451"
E01021626,"1,603"
E01021544,"1,370"
E01021545,"1,571"
E01021546,"1,453"
E01021547,"1,543"
E01021628,"1,752"
E01021629,"1,691"
E01021573,"1,910"
E01021575,"1,646"
E01021599,"1,840"
E01021631,"1,992"
E01033138,"1,725"
E01033139,"1,478"
E01021574,"3,045"
E01021578,"1,733"
E01021582,"2,234"
E01021627,"1,710"
E01033140,"1,451"
E01033141,"1,558"
E01021551,"1,449"
E01021632,"1,593"
E01021633,"1,473"
E01021634,"1,541"
E01021635,"1,344"
E01021636,"1,131"
E01021556,"2,048"
E01021577,"1,552"
E01021579,"1,731"
E01021580,"1,513"
E01021584,"1,237"
E01021548,"1,281"
E01021560,"1,702"
E01021561,"1,838"
E01021564,"1,464"
E01021571,"1,608"
E01021562,"1,782"
E01021563,"1,721"
E01021565,"1,761"
E01021566,"1,751"
E01033137,"1,650"
E01033145,"1,496"
E01021557,"1,256"
E01021558,"1,204"
E01021583,"1,555"
E01021585,"1,311"
E01021586,"1,516"
E01021533,"2,283"
E01021535,"1,778"
E01021569,"1,668"
E01021570,"1,949"
E01021572,"1,603"
E01021552,"1,526"
E01021553,"1,313"
E01021554,"1,472"
E01021555,"1,381"
E01021559,"1,494"
E01021602,"1,777"
E01021604,"2,357"
E01033143,"2,728"
E01021611,"1,410"
E01021612,"1,539"
E01021613,"1,869"
E01021614,"1,777"
E01021615,"1,501"
E01021605,"1,173"
E01021606,"1,714"
E01021607,"1,501"
E01021608,"1,139"
E01021609,"1,311"
E01021610,"1,305"
E01021593,"1,730"
E01021594,"1,910"
E01021595,"1,901"
E07000071,"190,098"
E01021655,"1,405"
E01021656,"1,637"
E01021659,"2,067"
E01021661,"2,069"
E01021668,"1,609"
E01021669,"1,549"
E01021670,"1,491"
E01021671,"1,458"
E01033720,"2,100"
E01033721,"1,885"
E01021660,"1,484"
E01021728,"1,604"
E01021729,"1,706"
E01021730,"1,699"
E01021679,"3,368"
E01021680,"3,114"
E01021681,"3,278"
E01021682,"3,586"
E01021646,"2,231"
E01021647,"2,104"
E01021648,"2,509"
E01021649,"2,212"
E01021650,"2,296"
E01021696,"1,703"
E01021697,"1,745"
E01021698,"1,588"
E01021699,"1,522"
E01021700,"1,541"
E01033719,"3,571"
E01033722,"1,580"
E01021673,"1,432"
E01021674,"1,412"
E01021675,"1,377"
E01021676,"1,492"
E01021654,"2,406"
E01021662,"1,654"
E01021663,"1,059"
E01021677,"1,239"
E01021678,"1,450"
E01021683,"3,075"
E01021684,"1,560"
E01021685,"2,925"
E01021686,"2,440"
E01021687,"1,740"
E01021688,"1,712"
E01021718,"1,696"
E01021719,"1,614"
E01021720,"1,598"
E01021721,"1,914"
E01021722,"1,932"
E01021651,"2,095"
E01021652,"1,547"
E01021653,"1,411"
E01021717,"2,736"
E01021689,"1,522"
E01021690,"1,311"
E01021691,"1,472"
E01021692,"1,365"
E01021693,"1,689"
E01021711,"1,375"
E01021713,"1,247"
E01021714,"1,874"
E01021715,"1,525"
E01033723,"3,552"
E01021657,"1,649"
E01021658,"1,026"
E01021664,"2,099"
E01021665,"1,429"
E01021666,"1,271"
E01021667,"1,554"
E01021736,"4,471"
E01021737,"1,263"
E01021738,"2,271"
E01021739,"1,612"
E01021740,"1,774"
E01021637,"1,198"
E01021638,"1,886"
E01021639,"2,309"
E01021640,"1,206"
E01021641,"1,462"
E01021642,"2,151"
E01021643,"2,551"
E01021644,"1,722"
E01021645,"1,521"
E01021694,"1,481"
E01021695,"1,155"
E01021723,"1,537"
E01021724,"1,709"
E01021725,"1,291"
E01021726,"1,595"
E01021727,"1,458"
E01021731,"1,440"
E01021732,"1,612"
E01021733,"1,579"
E01021734,"1,364"
E01021735,"1,397"
E01021708,"1,490"
E01021709,"1,473"
E01021710,"2,004"
E01021702,"1,364"
E01021703,"1,361"
E01021704,"1,545"
E01021705,"1,947"
E01021706,"1,386"
E01021707,"1,326"
E07000072,"130,576"
E01021768,"2,193"
E01021795,"2,099"
E01021797,"1,270"
E01021798,"1,518"
E01021799,"1,817"
E01021741,"2,023"
E01021792,"1,316"
E01021793,"1,483"
E01021794,"1,178"
E01021801,"2,294"
E01021769,"2,295"
E01021796,"2,159"
E01021800,"2,364"
E01021753,"1,440"
E01021754,"1,483"
E01021755,"1,209"
E01021802,"2,338"
E01021760,"1,491"
E01021761,"2,172"
E01021762,"1,428"
E01021763,"1,853"
E01021756,"1,562"
E01021757,"1,712"
E01021758,"1,634"
E01021759,"1,558"
E01021811,"1,392"
E01021813,"1,363"
E01021814,"1,586"
E01021815,"1,585"
E01021816,"1,392"
E01021807,"1,595"
E01021808,"1,651"
E01021809,"1,472"
E01021810,"1,776"
E01021817,"2,556"
E01021806,"2,697"
E01021812,"1,251"
E01021818,"1,967"
E01021770,"2,018"
E01021803,"1,296"
E01021804,"1,517"
E01021805,"1,363"
E01021774,"1,577"
E01021775,"1,531"
E01021776,"1,395"
E01021777,"1,381"
E01021778,"1,442"
E01021779,"1,659"
E01021786,"1,301"
E01021787,"1,622"
E01021788,"1,590"
E01021789,"1,584"
E01021790,"1,866"
E01021791,"1,661"
E01021771,"1,716"
E01021772,"1,556"
E01021773,"1,631"
E01021783,"1,551"
E01021784,"1,611"
E01021780,"1,433"
E01021781,"1,441"
E01021782,"1,452"
E01021785,"1,660"
E01021742,"1,336"
E01021743,"1,745"
E01021744,"1,659"
E01021745,"1,573"
E01021746,"1,900"
E01021747,"1,727"
E01021748,"1,792"
E01021749,"2,295"
E01021750,"1,316"
E01021751,"1,372"
E01021752,"1,609"
E01021764,"1,938"
E01021765,"1,819"
E01021766,"1,592"
E01021767,"1,877"
E07000073,"86,191"
E01021854,"1,702"
E01021855,"1,480"
E01021856,"1,405"
E01021857,"3,608"
E01021844,"1,361"
E01021845,"1,532"
E01021846,"1,443"
E01021847,"1,472"
E01021848,"1,816"
E01021849,"1,668"
E01021850,"1,480"
E01021851,"1,749"
E01021852,"1,551"
E01021853,"1,430"
E01021839,"1,656"
E01021840,"1,530"
E01021841,"1,444"
E01021842,"1,588"
E01021843,"2,796"
E01021824,"1,709"
E01021825,"1,666"
E01021826,"1,575"
E01021827,"1,661"
E01021828,"2,326"
E01021819,"1,655"
E01021820,"1,483"
E01021822,"1,634"
E01021823,"1,785"
E01021870,"1,299"
E01021831,"1,433"
E01021868,"1,642"
E01021869,"1,501"
E01021871,"1,500"
E01021872,"2,246"
E01021821,"1,393"
E01021834,"1,521"
E01021835,"1,502"
E01021836,"1,579"
E01021837,"1,506"
E01021829,"1,503"
E01021830,"1,125"
E01021832,"1,275"
E01021833,"1,156"
E01021865,"1,410"
E01021838,"1,529"
E01021858,"1,320"
E01021859,"1,555"
E01021860,"1,555"
E01021861,"1,070"
E01021862,"1,487"
E01021863,"1,652"
E01021864,"1,452"
E01021866,"1,391"
E01021867,"1,384"
E07000074,"63,975"
E01021908,"2,069"
E01021909,"1,395"
E01021910,"1,580"
E01021911,"1,280"
E01021882,"2,146"
E01021883,"1,724"
E01021912,"2,015"
E01021913,"1,547"
E01021884,"1,413"
E01021885,"1,112"
E01021886,"1,621"
E01021887,"2,197"
E01021888,"2,081"
E01021889,"2,329"
E01021890,"1,902"
E01021891,"1,515"
E01021892,"1,026"
E01021893,"1,486"
E01021894,"1,245"
E01021895,"1,221"
E01021896,"1,263"
E01021897,"1,162"
E01021898,"1,304"
E01021901,"2,061"
E01021904,"1,808"
E01021905,"1,310"
E01021906,"1,549"
E01021907,"2,306"
E01021873,"1,450"
E01021874,"1,312"
E01021875,"1,561"
E01021899,"1,533"
E01021900,"1,211"
E01021902,"1,809"
E01021903,"1,595"
E01021878,"1,371"
E01021879,"1,428"
E01021880,"1,477"
E01021881,"1,130"
E01033057,"2,431"
E07000075,"86,209"
E01021942,"1,637"
E01021943,"1,655"
E01021944,"1,667"
E01021945,"1,556"
E01021914,"2,103"
E01021927,"1,303"
E01021928,"1,575"
E01021929,"1,667"
E01021931,"1,569"
E01021933,"1,920"
E01021934,"1,573"
E01021935,"1,361"
E01021936,"1,715"
E01021937,"1,640"
E01021938,"1,528"
E01021939,"1,707"
E01021940,"2,089"
E01021941,"2,190"
E01021915,"1,371"
E01021916,"1,149"
E01021953,"1,506"
E01021955,"1,924"
E01021918,"1,568"
E01021919,"1,315"
E01021925,"1,727"
E01021960,"2,031"
E01021961,"1,569"
E01021920,"2,211"
E01021926,"2,142"
E01021957,"1,769"
E01021958,"1,284"
E01021959,"1,750"
E01021930,"1,363"
E01021932,"1,561"
E01021952,"1,440"
E01021954,"1,699"
E01021956,"1,457"
E01021950,"1,459"
E01021951,"1,325"
E01021962,"1,337"
E01021963,"1,439"
E01021964,"1,597"
E01021966,"1,759"
E01021946,"1,580"
E01021947,"1,314"
E01021948,"1,305"
E01021949,"1,543"
E01021965,"2,393"
E01021917,"1,866"
E01021921,"1,582"
E01021922,"1,604"
E01021923,"1,440"
E01021924,"1,375"
E07000076,"144,705"
E01021997,"1,451"
E01021998,"1,480"
E01021999,"1,728"
E01022001,"1,887"
E01022000,"1,718"
E01022006,"1,794"
E01022007,"1,852"
E01033051,"2,371"
E01021978,"2,447"
E01022013,"1,586"
E01022014,"1,375"
E01022015,"1,382"
E01022019,"1,454"
E01022020,"1,737"
E01022021,"1,325"
E01021991,988
E01021992,"1,179"
E01022002,"1,963"
E01022004,"1,753"
E01022005,"1,739"
E01022028,"1,367"
E01021971,"1,113"
E01021972,"1,401"
E01022051,"1,510"
E01022052,"1,452"
E01021985,"1,269"
E01021986,"1,524"
E01022054,"1,462"
E01022055,"1,380"
E01022056,"1,634"
E01021973,"1,153"
E01021974,"1,206"
E01022016,"1,724"
E01022017,"1,433"
E01022018,"1,558"
E01021987,"1,309"
E01021994,"1,116"
E01021995,"1,438"
E01021996,"1,346"
E01022009,"1,429"
E01022010,"1,639"
E01022011,"1,839"
E01022012,"2,012"
E01021967,"2,101"
E01021983,"1,476"
E01021993,"2,286"
E01022053,"1,808"
E01021984,"2,127"
E01022039,"1,474"
E01022040,"1,785"
E01022041,"1,534"
E01021979,"1,508"
E01021980,"1,770"
E01021981,"1,818"
E01021982,"1,985"
E01022046,"1,675"
E01022008,"2,156"
E01022033,"1,495"
E01022034,"1,584"
E01022035,"1,501"
E01021975,"1,553"
E01021976,"1,548"
E01021977,"2,410"
E01022022,"1,526"
E01022044,"1,529"
E01022042,"1,516"
E01022043,"1,992"
E01022048,"1,585"
E01022049,"1,458"
E01022050,"1,768"
E01022023,"1,469"
E01022024,"1,651"
E01022030,"1,645"
E01022031,"1,471"
E01022032,"1,956"
E01021970,"1,766"
E01022025,"1,834"
E01022026,"1,696"
E01022027,"1,729"
E01021968,"1,897"
E01021969,"1,609"
E01022036,"1,257"
E01022037,"1,435"
E01022038,"1,442"
E01021988,"2,162"
E01021989,"1,478"
E01021990,"1,649"
E01022045,"1,654"
E01022047,"1,414"
E07000077,"87,684"
E01022057,"1,797"
E01022075,"1,901"
E01022077,"1,602"
E01022094,"1,778"
E01022074,"1,584"
E01022076,"1,778"
E01022078,"1,604"
E01022079,"2,290"
E01022080,"1,555"
E01022081,"2,633"
E01022082,"2,103"
E01022061,"1,604"
E01022071,"1,687"
E01022072,"1,937"
E01022073,"1,517"
E01022098,"1,600"
E01022092,"1,746"
E01022093,"2,232"
E01022097,"1,896"
E01022099,"2,587"
E01022062,"2,174"
E01022063,"1,759"
E01022083,"1,750"
E01022084,"1,647"
E01022085,"1,662"
E01022087,"2,843"
E01022089,"1,579"
E01022086,"1,637"
E01022090,"3,210"
E01022091,"3,762"
E01022095,"1,681"
E01022067,"1,898"
E01022068,"1,595"
E01033054,"1,338"
E01033055,"1,695"
E01033056,"1,474"
E01022058,"1,673"
E01022064,"1,750"
E01022069,"1,636"
E01022088,"1,652"
E01033052,"1,992"
E01033053,"2,082"
E01022059,"1,609"
E01022060,"2,063"
E01022070,"2,077"
E01022096,"2,015"
E07000095,"96,762"
E01023316,"1,388"
E01023317,"2,576"
E01023318,"1,554"
E01023319,"1,564"
E01023327,"1,375"
E01023328,"1,367"
E01023329,"1,343"
E01023330,"1,560"
E01023331,"1,606"
E01023320,"2,146"
E01023321,"2,075"
E01023322,"1,828"
E01023323,"1,749"
E01023289,"1,505"
E01023290,"1,628"
E01023291,"1,576"
E01023292,"1,575"
E01023340,"1,903"
E01023341,"1,827"
E01023342,"3,125"
E01023343,"2,161"
E01023344,"1,652"
E01023307,"1,560"
E01023308,"1,633"
E01023309,"1,663"
E01023310,"2,805"
E01023311,"1,665"
E01023312,"1,601"
E01023313,"1,645"
E01023315,"1,852"
E01023302,"1,492"
E01023303,"1,568"
E01023304,"1,560"
E01023305,"1,376"
E01023306,"1,506"
E01023314,"1,553"
E01023324,"1,357"
E01023325,"1,392"
E01023326,"1,627"
E01023297,"1,322"
E01023298,"1,519"
E01023299,"1,754"
E01023300,"1,478"
E01023301,"1,771"
E01023293,"1,721"
E01023294,"1,596"
E01023295,"1,442"
E01023296,"1,645"
E01023332,"2,138"
E01023333,"2,103"
E01023334,"1,740"
E01023335,"1,679"
E01023336,"2,163"
E01023337,"1,890"
E01023338,"2,317"
E01023339,"1,546"
E07000096,"153,316"
E01023430,"1,221"
E01023431,"1,313"
E01023432,"1,616"
E01023433,"1,504"
E01023423,"1,409"
E01023424,"1,461"
E01023425,"1,321"
E01023426,"1,748"
E01023418,"1,464"
E01023419,"2,120"
E01023420,"1,593"
E01023352,"2,409"
E01023421,"1,469"
E01023422,"1,341"
E01023434,"1,729"
E01023435,"1,621"
E01023436,"1,255"
E01023437,"1,549"
E01023355,"1,498"
E01023356,"1,108"
E01023416,"1,495"
E01023417,"1,353"
E01023393,"1,748"
E01023394,"1,458"
E01023395,"1,724"
E01023396,"1,611"
E01023397,"1,435"
E01023401,"1,833"
E01023402,"1,658"
E01023403,"1,574"
E01023404,"1,372"
E01023405,"1,561"
E01023361,"1,827"
E01023362,"1,817"
E01023363,"1,589"
E01023364,"1,322"
E01023390,"2,180"
E01023391,"1,750"
E01023399,"1,740"
E01023392,"1,629"
E01023427,"1,701"
E01023428,"1,528"
E01023429,"1,971"
E01023369,"1,510"
E01023370,"1,762"
E01023371,"1,567"
E01023372,"1,632"
E01023345,"1,632"
E01023346,"1,635"
